CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
51378;Monthelon;30;121;151
51379;Montigny-sur-Vesle;52;180;232
51380;Montmirail;870;510;1379
51381;Montmort-Lucy;74;173;247
51382;Mont-sur-Courville;5;47;52
51384;Morangis;29;142;171
51386;Morsains;20;39;59
51387;Moslins;16;154;170
51388;Mourmelon-le-Grand;1865;793;2658
51389;Mourmelon-le-Petit;65;245;310
51390;Moussy;58;198;256
51391;Muizon;164;716;880
51392;Mutigny;21;62;83
51393;Nanteuil-la-Forêt;18;94;112
51395;Nesle-la-Reposte;15;40;55
51396;Nesle-le-Repons;8;48;56
51397;La Neuville-aux-Bois;11;37;48
51398;La Neuville-aux-Larris;54;18;72
51399;La Neuville-au-Pont;35;162;198
51402;Neuvy;12;80;92
51403;Nogent-l'Abbesse;113;191;304
51404;Noirlieu;25;15;40
51406;Norrois;20;15;35
51407;La Noue;34;108;143
51409;Nuisement-sur-Coole;40;111;151
51410;uilly;101;173;274
51411;Oger;125;130;255
51412;Ognes;12;20;32
51413;Oiry;113;279;392
51414;Olizy;40;60;101
51415;Omey;16;73;89
51416;Orbais-l'Abbaye;88;152;240
51417;Orconte;32;135;168
51418;Ormes;31;185;215
51419;Outines;0;55;55
51420;Outrepont;0;20;20
51421;Oyes;0;27;27
51422;Pargny-lès-Reims;55;137;192
51423;Pargny-sur-Saulx;165;445;610
51424;Passavant-en-Argonne;25;71;96
51425;Passy-Grigny;75;105;180
51426;Péas;16;28;43
51428;Les Petites-Loges;55;160;215
51429;Pévy;59;75;134
51430;Pierre-Morains;4;37;41
51431;Pierry;125;400;525
51432;Pleurs;88;212;300
51433;Plichancourt;10;101;111
51434;Plivot;28;286;314
51435;Pocancy;30;55;85
51436;Pogny;55;383;439
51437;Poilly;0;60;60
51438;Poix;20;15;35
51439;Pomacle;65;144;209
51440;Pontfaverger-Moronvilliers;220;560;780
51441;Ponthion;8;48;56
51442;Possesse;10;55;65
51443;Potangis;10;40;50
51444;Pouillon;55;216;270
51445;Pourcy;9;84;93
51446;Pringy;21;171;192
51447;Prosnes;25;220;245
51448;Prouilly;70;170;240
51449;Prunay;70;455;525
51450;Puisieulx;45;178;223
51451;Queudes;10;20;30
51452;Rapsécourt;0;15;15
51453;Recy;51;399;450
51454;Reims;51363;18477;69840
51455;Reims-la-Brûlée;24;81;105
51456;Remicourt;0;20;20
51457;Reuil;57;62;120
51458;Reuves;0;15;15
51459;Réveillon;0;35;35
51460;Rieux;0;93;93
51461;Rilly-la-Montagne;138;328;467
51463;Les Rivières-Henruel;15;50;65
51464;Romain;26;146;172
51465;Romery;40;35;75
51466;Romigny;20;70;90
51468;Rosnay;38;134;172
51469;Rouffy;10;45;55
51470;Rouvroy-Ripont;6;0;6
51471;Sacy;91;98;189
51472;Saint-Amand-sur-Fion;158;315;473
51473;Saint-Bon;20;20;40
51474;Saint-Brice-Courcelles;320;1025;1345
51475;Saint-Chéron;0;20;20
51476;Saint-Étienne-au-Temple;50;340;390
51477;Saint-Étienne-sur-Suippe;10;157;167
51478;Saint-Eulien;51;135;186
51479;Saint-Euphraise-et-Clairizet;30;64;94
51480;Sainte-Gemme;20;46;66
51482;Saint-Germain-la-Ville;46;233;279
51483;Saint-Gibrien;47;193;240
51484;Saint-Gilles;25;105;130
51485;Saint-Hilaire-au-Temple;15;147;162
51486;Saint-Hilaire-le-Grand;47;113;160
51487;Saint-Hilaire-le-Petit;30;132;162
51488;Saint-Imoges;30;130;160
51489;Saint-Jean-devant-Possesse;4;9;13
51490;Saint-Jean-sur-Moivre;35;80;115
51491;Saint-Jean-sur-Tourbe;16;28;44
51492;Saint-Just-Sauvage;112;434;546
51493;Saint-Léonard;5;31;36
51495;Saint-Loup;5;20;25
51496;Saint-Lumier-en-Champagne;15;96;111
51497;Saint-Lumier-la-Populeuse;0;15;15
51498;Saint-Mard-sur-Auve;16;20;37
51499;Saint-Mard-lès-Rouffy;0;75;75
51500;Saint-Mard-sur-le-Mont;5;31;36
51501;Sainte-Marie-à-Py;35;30;65
51502;Saint-Martin-aux-Champs;5;42;47
51503;Saint-Martin-l'Heureux;12;32;43
51504;Saint-Martin-sur-le-Pré;78;223;301
51505;Saint-Masmes;25;195;220
51506;Saint-Memmie;483;1768;2250
51507;Sainte-Menehould;1012;389;1402
51508;Saint-Ouen-Domprot;20;59;79
51509;Saint-Pierre;24;93;117
51510;Saint-Quentin-les-Marais;5;55;60
51511;Saint-Quentin-le-Verger;15;49;64
51512;Saint-Quentin-sur-Coole;15;35;50
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;62;167;229
51514;Saint-Remy-sous-Broyes;5;45;50
51515;Saint-Remy-sur-Bussy;75;58;133
51516;Saint-Saturnin;0;15;15
51517;Saint-Souplet-sur-Py;21;42;63
51518;Saint-Thierry;70;207;276
51519;Saint-Thomas-en-Argonne;0;19;19
51520;Saint-Utin;28;22;50
51521;Saint-Vrain;20;65;85
51522;Sapignicourt;24;92;116
51523;Sarcy;34;62;96
51524;Saron-sur-Aube;25;124;149
51525;Sarry;116;802;919
51526;Saudoy;65;104;169
51527;Savigny-sur-Ardres;39;121;160
51528;Scrupt;12;32;45
51529;Selles;20;133;153
51530;Sept-Saulx;61;228;289
51531;Sermaize-les-Bains;184;481;665
51532;Sermiers;53;170;223
51533;Servon-Melzicourt;20;25;46
51534;Serzy-et-Prin;13;63;76
51535;Sézanne;1356;678;2034
51536;Sillery;213;624;836
51537;Sivry-Ante;5;70;75
51538;Sogny-aux-Moulins;11;42;53
51539;Sogny-en-l'Angle;8;31;39
51542;Soizy-aux-Bois;5;35;40
51543;Somme-Bionne;10;10;21
51544;Sommepy-Tahure;50;180;230
51545;Sommesous;70;165;235
51546;Somme-Suippe;55;135;190
51547;Somme-Tourbe;20;50;70
51548;Somme-Vesle;20;175;195
51549;Somme-Yèvre;9;56;66
51550;Sompuis;20;60;81
51551;Somsois;20;66;86
51552;Songy;10;106;116
51553;Souain-Perthes-lès-Hurlus;17;76;93
51555;Soudé;45;45;90
51556;Soudron;20;121;141
51557;Soulanges;5;175;181
51558;Soulières;10;35;45
51559;Suippes;1418;573;1991
51560;Suizy-le-Franc;24;28;52
51562;Taissy;190;733;923
51563;Talus-Saint-Prix;25;30;55
51564;Val de Livre;118;191;309
51565;Thaas;10;39;49
51566;Thibie;37;86;123
51567;Thiéblemont-Farémont;32;156;189
51568;Thil;20;104;124
51569;Thillois;27;149;175
51570;Le Thoult-Trosnay;12;40;53
51571;Val-de-Vesle;83;371;454
51572;Tilloy-et-Bellay;34;69;103
51573;Tinqueux;776;3381;4158
51574;Togny-aux-Bufs;10;45;55
51576;Tours-sur-Marne;197;431;627
51577;Tramery;5;55;60
51578;Trécon;16;12;28
51579;Tréfols;16;57;73
51580;Trépail;101;98;199
51581;Treslon;42;73;115
51582;Trigny;100;175;274
51583;Trois-Fontaines-l'Abbaye;40;80;121
51584;Trois-Puits;25;31;56
51585;Troissy;166;272;438
51586;Unchair;15;45;60
51587;Vadenay;30;74;104
51588;Valmy;40;70;111
51589;Vanault-le-Châtel;25;60;85
51590;Vanault-les-Dames;40;110;150
51591;Vandeuil;45;53;98
51592;Vandières;75;50;124
51594;Vassimont-et-Chapelaine;20;10;30
51595;Vatry;9;35;43
51596;Vauchamps;25;81;106
51597;Vauciennes;29;135;165
51598;Vauclerc;40;165;205
51599;Vaudemange;35;132;167
51600;Vaudesincourt;19;31;50
51601;Vavray-le-Grand;11;53;64
51602;Vavray-le-Petit;0;15;15
51603;Vélye;20;72;93
51604;Ventelay;15;90;105
51605;Venteuil;107;167;274
51607;Verdon;15;76;92
51608;Vernancourt;4;33;37
51609;Verneuil;130;230;360
51610;Verrières;12;146;158
51611;Vert-Toulon;66;82;147
51612;Vertus;630;407;1037
51613;Verzenay;222;222;445
51614;Verzy;238;316;554
51616;Vésigneul-sur-Marne;15;103;118
51617;La Veuve;25;252;277
51618;Le Vézier;15;51;66
51619;Le Vieil-Dampierre;0;40;40
51620;Vienne-la-Ville;15;40;55
51621;Vienne-le-Château;50;110;160
51622;Ville-Dommange;82;77;159
51623;Ville-en-Selve;22;96;119
51624;Ville-en-Tardenois;75;241;316
51625;Villeneuve-la-Lionne;20;134;153
51626;La Villeneuve-lès-Charleville;5;45;50
51627;Villeneuve-Renneville-Chevigny;40;110;150
51628;Villeneuve-Saint-Vistre-et-Villevotte;10;55;64
51629;Villers-Allerand;75;280;355
51630;Villers-aux-Bois;16;156;171
51631;Villers-aux-Nuds;24;73;98
51632;Villers-en-Argonne;40;50;91
51633;Villers-Franqueux;57;113;170
51634;Villers-le-Château;16;88;104
51635;Villers-le-Sec;5;56;62
51636;Villers-Marmery;120;126;246
51637;Villers-sous-Châtillon;65;60;125
51638;Villeseneux;25;71;96
51639;La Ville-sous-Orbais;15;10;25
51640;Ville-sur-Tourbe;34;67;101
51641;Villevenard;40;45;85
51642;Villiers-aux-Corneilles;0;25;25
51643;Vinay;69;212;281
51644;Vincelles;35;100;135
51645;Vindey;16;40;56
51646;Virginy;4;47;51
51647;Vitry-en-Perthois;83;338;421
51648;Vitry-la-Ville;52;122;174
51649;Vitry-le-François;2421;1364;3785
51650;Voilemont;5;15;20
51651;Voipreux;20;75;94
51652;Vouarces;12;23;35
51654;Vouillers;20;65;85
51655;Vouzy;10;115;125
51656;Vraux;40;190;230
51657;Vrigny;32;69;101
51658;Vroil;5;34;39
51659;Wargemoulin-Hurlus;15;10;25
51660;Warmeriville;167;975;1142
51662;Witry-lès-Reims;425;1830;2255
51663;Magenta;166;694;860
52001;Ageville;24;125;149
52003;Aillianville;5;40;45
52004;Aingoulaincourt;11;4;15
52005;Aizanville;0;9;9
52006;Allichamps;5;137;142
52007;Ambonville;20;20;40
52008;Andelot-Blancheville;128;223;351
52009;Andilly-en-Bassigny;10;51;61
52011;Annéville-la-Prairie;4;36;40
52012;Annonville;5;5;10
52013;Anrosey;25;0;25
52014;Aprey;25;66;90
52015;Arbigny-sous-Varennes;4;24;28
52016;Arbot;8;13;21
52017;Arc-en-Barrois;160;187;347
52019;Arnancourt;0;42;42
52021;Attancourt;8;108;116
52022;Aubepierre-sur-Aube;5;71;76
52023;Auberive;45;37;82
52025;Audeloncourt;10;5;15
52027;Aujeurres;5;30;35
52028;Aulnoy-sur-Aube;10;20;29
52029;Autigny-le-Grand;5;60;65
52030;Autigny-le-Petit;0;15;15
52031;Autreville-sur-la-Renne;32;116;149
52033;Avrecourt;0;56;56
52034;Bailly-aux-Forges;0;52;52
52035;Baissey;5;80;85
52037;Bannes;36;87;123
52038;Bassoncourt;0;25;25
52039;Baudrecourt;16;21;37
52040;Bay-sur-Aube;10;29;39
52042;Beauchemin;10;35;45
52043;Belmont;9;19;28
52044;Roches-Bettaincourt;70;100;170
52045;Bettancourt-la-Ferrée;110;396;507
52047;Beurville;20;15;35
52050;Biesles;200;396;596
52051;Bize;15;5;20
52053;Blaisy;10;20;30
52055;Blécourt;20;45;64
52056;Blessonville;21;78;99
52057;Blumeray;15;35;50
52058;Bologne;265;570;835
52059;Bonnecourt;8;43;51
52060;Bourbonne-les-Bains;572;140;712
52061;Bourdons-sur-Rognon;14;82;96
52062;Bourg;4;71;75
52063;Bourg-Sainte-Marie;10;44;54
52064;Bourmont-entre-Meuse-et-Mouzon;90;122;212
52065;Bouzancourt;0;16;16
52066;Brachay;8;4;12
52067;Brainville-sur-Meuse;12;20;31
52069;Braux-le-Châtel;15;64;79
52070;Brennes;0;56;56
52072;Brethenay;12;114;126
52074;Breuvannes-en-Bassigny;187;111;298
52075;Briaucourt;26;78;104
52076;Bricon;31;168;199
52079;Brousseval;120;125;245
52082;Bugnières;35;20;55
52083;Champsevraine;55;225;280
52084;Busson;0;19;19
52085;Buxières-lès-Clefmont;0;25;25
52087;Buxières-lès-Villiers;5;89;93
52088;Ceffonds;30;225;255
52089;Celles-en-Bassigny;0;40;40
52090;Celsoy;0;53;53
52091;Cerisières;10;29;39
52092;Chalancey;20;15;35
52093;Chalindrey;370;425;795
52094;Vals-des-Tilles;20;51;71
52095;Chalvraines;20;59;78
52097;Chambroncourt;0;17;17
52099;Chamouilley;51;268;319
52101;Champigneulles-en-Bassigny;0;10;10
52102;Champigny-lès-Langres;15;163;177
52103;Champigny-sous-Varennes;5;53;58
52104;Chancenay;60;375;435
52105;Changey;25;89;114
52106;Chanoy;11;50;61
52107;Chantraines;0;80;80
52108;Charmes;15;83;98
52110;Charmes-la-Grande;25;51;76
52113;Chassigny;10;83;92
52114;Châteauvillain;239;355;594
52115;Chatenay-Mâcheron;12;29;41
52116;Chatenay-Vaudin;10;10;20
52118;Chatonrupt-Sommermont;15;123;139
52119;Chaudenay;15;120;135
52120;Chauffourt;15;80;95
52121;Chaumont;7373;1852;9225
52122;Chaumont-la-Ville;4;28;32
52123;Chevillon;120;426;547
52125;Chamarandes-Choignes;50;396;446
52126;Choilley-Dardenay;0;62;62
52127;Choiseul;0;34;34
52128;Cirey-lès-Mareilles;13;54;67
52129;Cirey-sur-Blaise;14;24;38
52130;Cirfontaines-en-Azois;10;57;67
52131;Cirfontaines-en-Ornois;10;0;10
52132;Clefmont;30;65;95
52133;Clinchamp;0;25;25
52134;Cohons;30;70;100
52135;Coiffy-le-Bas;5;31;36
52136;Coiffy-le-Haut;16;33;49
52137;Colmier-le-Bas;0;10;10
52138;Colmier-le-Haut;7;26;33
52140;Colombey les Deux Églises;203;122;325
52141;Condes;46;117;163
52142;Consigny;5;14;19
52145;Coublanc;5;20;25
52146;Coupray;5;60;65
52147;Courcelles-en-Montagne;0;30;30
52149;Courcelles-sur-Blaise;0;40;40
52151;Cour-l'Évêque;32;52;84
52155;Culmont;35;155;190
52156;Curel;36;143;179
52158;Cusey;28;101;130
52159;Cuves;0;14;14
52160;Daillancourt;11;11;22
52161;Daillecourt;10;26;36
52162;Dammartin-sur-Meuse;15;73;88
52163;Dampierre;28;153;181
52164;Damrémont;22;66;89
52165;Dancevoir;10;55;65
52167;Darmannes;19;107;127
52168;Dinteville;0;20;20
52169;Domblain;5;42;47
52170;Dommarien;0;59;59
52171;Dommartin-le-Franc;20;60;80
52172;Dommartin-le-Saint-Père;16;80;96
52173;Domremy-Landéville;20;10;30
52174;Doncourt-sur-Meuse;17;17;33
52175;Donjeux;50;79;128
52177;Doulaincourt-Saucourt;122;162;284
52178;Doulevant-le-Château;45;75;120
52181;Échenay;27;24;51
52182;Éclaron-Braucourt-Sainte-Livière;184;659;843
52183;Ecot-la-Combe;7;14;22
52184;Effincourt;15;10;25
52185;Enfonvelle;5;10;15
52187;Épizon;33;24;57
52189;Le Val-d'Esnoms;48;77;125
52190;Esnouveaux;21;104;124
52193;Euffigneix;15;122;138
52194;Eurville-Bienville;218;674;893
52195;Farincourt;10;0;10
52196;Faverolles;10;58;68
52197;Fayl-Billot;245;190;435
52198;Fays;5;41;46
52199;Ferrière-et-Lafolie;4;16;20
52200;Flagey;10;25;35
52201;Flammerécourt;0;10;10
52203;Fontaines-sur-Marne;0;83;83
52204;Forcey;11;16;27
52205;Foulain;87;270;357
52206;Frampas;5;86;91
52207;Frécourt;0;35;35
52208;Fresnes-sur-Apance;0;31;31
52211;Froncles;245;318;563
52212;Fronville;37;115;152
52213;Genevrières;15;20;36
52214;La Genevroye;0;19;19
52216;Germaines;0;17;17
52217;Germainvilliers;10;16;26
52218;Germay;10;15;25
52219;Germisay;6;6;11
52220;Giey-sur-Aujon;39;39;78
52221;Gillancourt;5;15;20
52222;Gillaumé;11;11;22
52223;Gilley;5;20;25
52225;Goncourt;10;88;99
52227;Graffigny-Chemin;20;55;75
52228;Grandchamp;0;16;16
52229;Grenant;15;25;40
52230;Gudmont-Villiers;27;91;118
52231;Guindrecourt-aux-Ormes;16;37;52
52232;Guindrecourt-sur-Blaise;4;21;25
52233;Guyonvelle;0;25;25
52234;Hâcourt;5;15;19
52235;Hallignicourt;0;110;110
52237;Harréville-les-Chanteurs;30;91;121
52240;Heuilley-le-Grand;19;90;110
52242;Haute-Amance;115;322;437
52243;Huilliécourt;8;35;43
52244;Humbécourt;72;276;348
52245;Humberville;8;12;20
52246;Humes-Jorquenay;45;185;230
52247;Illoud;59;30;89
52248;Is-en-Bassigny;80;140;220
52249;Isômes;5;87;92
52250;Joinville;442;399;841
52251;Jonchery;100;421;522
52253;Juzennecourt;24;59;83
52254;Lachapelle-en-Blaisy;4;19;23
52256;Lafauche;11;16;26
52257;Laferté-sur-Amance;15;20;35
52258;Laferté-sur-Aube;20;109;129
52260;Lamancine;10;55;65
52264;Laneuvelle;4;21;25
52265;Bayard-sur-Marne;87;401;488
52266;Laneuville-à-Rémy;4;38;42
52267;Laneuville-au-Pont;20;71;91
52269;Langres;1974;1011;2985
52271;Lanques-sur-Rognon;25;85;110
52272;Lanty-sur-Aube;30;30;61
52273;Larivière-Arnoncourt;7;22;29
52274;Latrecey-Ormoy-sur-Aube;24;82;106
52275;Lavernoy;0;32;32
52276;Laville-aux-Bois;25;60;85
52277;Lavilleneuve;11;43;53
52278;Lavilleneuve-au-Roi;8;27;35
52280;Lecey;10;60;70
52282;Leffonds;70;105;175
52284;Leschères-sur-le-Blaiseron;5;40;45
52285;Leuchey;5;25;30
52286;Leurville;12;20;31
52287;Levécourt;10;31;42
52288;Lezéville;15;24;39
52289;Liffol-le-Petit;10;75;85
52290;Les Loges;10;50;60
52291;Longchamp;0;15;15
52292;Longeau-Percey;127;218;345
52294;Louvemont;55;235;290
52295;Louvières;12;36;48
52297;Luzy-sur-Marne;15;115;131
52298;Maâtz;5;16;21
52300;Magneux;5;53;59
52301;Maisoncelles;0;23;23
52302;Maizières;15;55;70
52303;Maizières-sur-Amance;25;25;50
52304;Malaincourt-sur-Meuse;31;0;31
52305;Mandres-la-Côte;36;225;261
52306;Manois;51;107;157
52307;Marac;0;76;76
52308;Maranville;56;120;176
52310;Marbéville;15;29;44
52311;Marcilly-en-Bassigny;27;62;89
52312;Mardor;0;15;15
52313;Mareilles;41;56;97
52315;Marnay-sur-Marne;8;150;158
52316;Mathons;11;27;38
52318;Melay;10;30;40
52319;Mennouveaux;5;25;30
52320;Merrey;8;27;34
52321;Mertrud;0;66;66
52322;Meures;0;45;45
52325;Millières;12;32;44
52327;Moëslains;15;175;190
52328;Montcharvot;0;11;11
52330;Montheries;0;20;20
52331;La Porte du Der;378;515;892
52332;Val-de-Meuse;408;369;776
52335;Montot-sur-Rognon;5;50;55
52336;Montreuil-sur-Blaise;0;60;60
52337;Montreuil-sur-Thonnance;15;21;36
52341;Morancourt;15;50;65
52342;Morionvilliers;5;25;30
52344;Mouilleron;10;0;10
52346;Mussey-sur-Marne;24;129;153
52347;Narcy;21;103;124
52348;Neuilly-l'Évêque;98;202;300
52349;Neuilly-sur-Suize;5;105;110
52350;Neuvelle-lès-Voisey;5;16;21
52352;Ninville;20;15;35
52353;Nogent;890;605;1495
52354;Noidant-Chatenoy;0;25;25
52355;Noidant-le-Rocheux;0;56;56
52356;Nomécourt;15;30;45
52357;Noncourt-sur-le-Rongeant;30;54;84
52358;Noyers;10;35;45
52359;Nully;15;30;45
52360;Occey;30;50;81
52362;Orbigny-au-Mont;25;45;70
52363;Orbigny-au-Val;12;32;44
52364;Orcevaux;0;39;39
52365;Orges;40;140;180
52366;Ormancey;0;30;30
52367;Ormoy-lès-Sexfontaines;0;22;22
52369;Orquevaux;0;25;25
52370;Osne-le-Val;20;66;86
52371;Oudincourt;15;49;64
52372;Outremécourt;0;28;28
52373;Ozières;8;12;20
52374;Le Pailly;5;105;110
52375;Palaiseul;15;20;35
52376;Pansey;5;32;37
52377;Parnoy-en-Bassigny;50;44;94
52378;Paroy-sur-Saulx;5;10;15
52380;Peigney;13;127;139
52383;Perrancey-les-Vieux-Moulins;10;94;104
52384;Perrogney-les-Fontaines;8;46;54
52385;Perrusse;5;5;11
52386;Perthes;29;157;186
52388;Pierremont-sur-Amance;5;25;30
52390;Pisseloup;0;20;20
52391;Planrupt;20;80;100
52392;Plesnoy;0;43;43
52393;Poinsenot;8;12;20
52394;Poinson-lès-Fayl;45;75;119
52395;Poinson-lès-Grancey;14;14;29
52396;Poinson-lès-Nogent;0;58;58
52397;Poiseul;21;11;32
52398;Poissons;84;165;249
52399;Pont-la-Ville;16;31;47
52400;Le Châtelet-sur-Meuse;5;58;64
52401;Poulangy;24;121;146
52403;Praslay;10;25;35
52405;Le Montsaugeonnais;197;368;565
52406;Pressigny;29;68;98
52407;Prez-sous-Lafauche;32;67;99
52411;Rives Dervoises;168;409;578
52413;Rachecourt-Suzémont;5;35;40
52414;Rachecourt-sur-Marne;35;207;243
52415;Rançonnières;5;30;35
52416;Rangecourt;4;27;31
52419;Rennepont;16;67;83
52420;Reynel;10;10;20
52421;Riaucourt;24;131;155
52422;Richebourg;21;99;119
52423;Rimaucourt;51;212;263
52424;Rivières-le-Bois;13;23;36
52425;Rivière-les-Fosses;21;72;93
52426;Rizaucourt-Buchey;20;20;40
52428;Rochefort-sur-la-Côte;0;18;18
52429;Roches-sur-Marne;10;212;222
52431;Rochetaillée;15;54;68
52432;Rolampont;183;434;617
52433;Romain-sur-Meuse;16;20;36
52436;Rouécourt;0;15;15
52437;Rouelles;0;10;10
52438;Rougeux;5;35;40
52439;Rouvres-sur-Aube;10;26;36
52440;Rouvroy-sur-Marne;55;75;130
52442;Rupt;10;145;155
52443;Sailly;0;11;11
52444;Saint-Blin;29;80;109
52445;Saint-Broingt-le-Bois;0;58;58
52446;Saint-Broingt-les-Fosses;25;99;124
52447;Saint-Ciergues;20;50;70
52448;Saint-Dizier;6162;1950;8112
52449;Saints-Geosmes;217;359;576
52450;Saint-Loup-sur-Aujon;35;25;60
52452;Saint-Martin-lès-Langres;0;45;45
52453;Saint-Maurice;21;26;47
52455;Saint-Thiébault;5;85;90
52456;Saint-Urbain-Maconcourt;45;235;280
52457;Saint-Vallier-sur-Marne;40;40;80
52459;Sarcey;10;55;65
52461;Sarrey;106;91;198
52463;Saudron;5;10;15
52464;Saulles;0;15;15
52465;Saulxures;20;55;76
52467;Savigny;21;10;31
52468;Semilly;10;34;43
52469;Semoutiers-Montsaon;48;491;539
52470;Serqueux;35;94;129
52472;Sexfontaines;10;56;66
52473;Signéville;16;22;38
52475;Sommancourt;0;35;35
52476;Sommerécourt;25;15;40
52479;Sommevoire;134;179;313
52480;Soncourt-sur-Marne;5;159;164
52482;Soulaucourt-sur-Mouzon;16;28;44
52483;Soyers;14;10;24
52484;Suzannecourt;40;101;142
52486;Ternat;10;15;24
52487;Thilleux;20;24;44
52488;Thivet;20;113;133
52489;Thol-lès-Millières;11;5;16
52490;Thonnance-lès-Joinville;43;217;260
52491;Thonnance-les-Moulins;15;50;65
52492;Torcenay;40;176;216
52493;Tornay;10;5;15
52494;Treix;10;105;115
52495;Trémilly;0;20;20
52497;Troisfontaines-la-Ville;41;144;185
52499;Vaillant;5;10;15
52500;Valcourt;51;230;281
52502;Valleret;12;20;33
52504;Varennes-sur-Amance;39;82;121
52505;Vaudrecourt;5;5;10
52506;Vaudrémont;0;21;21
52507;Vauxbons;15;10;25
52510;Vaux-sur-Blaise;60;94;154
52511;Vaux-sur-Saint-Urbain;11;19;30
52512;Vecqueville;73;89;162
52513;Velles;12;15;27
52514;Verbiesles;10;119;129
52515;Verseilles-le-Bas;0;54;54
52516;Verseilles-le-Haut;0;25;25
52517;Vesaignes-sous-Lafauche;5;49;54
52518;Vesaignes-sur-Marne;0;30;30
52519;Vesvres-sous-Chalancey;0;12;12
52520;Vicq;10;36;46
52522;Viéville;10;173;183
52523;Vignes-la-Côte;8;34;42
52524;Vignory;10;46;56
52525;Villars-en-Azois;0;21;21
52526;Villars-Santenoge;24;8;32
52528;Ville-en-Blaisois;0;74;74
52529;Villegusien-le-Lac;60;370;430
52534;Villiers-en-Lieu;60;480;540
52535;Villiers-le-Sec;40;303;343
52536;Villiers-lès-Aprey;5;31;37
52538;Villiers-sur-Suize;21;114;135
52539;Violot;5;40;45
52540;Vitry-en-Montagne;5;5;11
52541;Vitry-lès-Nogent;15;65;80
52542;Vivey;5;15;20
52543;Voillecomte;15;246;261
52544;Voisey;15;94;110
52545;Voisines;8;20;28
52547;Vouécourt;25;60;85
52548;Vraincourt;5;29;33
52549;Vroncourt-la-Côte;4;0;4
52550;Wassy;390;570;960
53001;Ahuillé;90;695;785
53002;Alexain;61;197;258
53003;Ambrières-les-Vallées;504;520;1024
53004;Ampoigné;85;220;305
53005;Andouillé;274;762;1036
53006;Argenton-Notre-Dame;26;82;108
53007;Argentré;240;960;1200
53008;Aron;152;654;806
53009;Arquenay;50;215;265
53010;Assé-le-Bérenger;39;174;213
53011;Astillé;80;300;380
53012;Athée;80;155;235
53013;Averton;60;228;288
53014;Azé;560;867;1426
53015;La Baconnière;143;675;818
53016;Bais;155;310;465
53017;Val-du-Maine;113;267;381
53018;Ballots;189;309;498
53019;Bannes;23;39;63
53021;La Bazoge-Montpinçon;60;398;458
53022;La Bazouge-de-Chemeré;35;210;245
53023;La Bazouge-des-Alleux;30;242;272
53025;Bazougers;117;425;542
53026;Beaulieu-sur-Oudon;33;221;254
53027;Beaumont-Pied-de-Buf;15;43;58
53028;Belgeard;35;240;275
53029;Bierné;95;185;280
53030;Le Bignon-du-Maine;60;105;165
53031;La Bigottière;55;196;252
53033;La Boissière;5;52;57
53034;Bonchamp-lès-Laval;425;2035;2460
53035;Bouchamps-lès-Craon;65;189;254
53036;Bouère;120;288;408
53037;Bouessay;15;280;295
53038;Boulay-les-Ifs;24;57;81
53039;Le Bourgneuf-la-Forêt;231;521;752
53040;Bourgon;94;176;270
53041;Brains-sur-les-Marches;46;81;126
53042;Brecé;115;240;355
53043;Brée;60;155;215
53045;La Brûlatte;40;255;295
53046;Le Buret;30;140;170
53047;Carelles;44;64;108
53048;Chailland;193;376;569
53049;Châlons-du-Maine;50;315;366
53051;Champéon;20;214;234
53052;Champfrémont;15;120;135
53053;Champgenéteux;41;184;225
53054;Changé;528;1873;2401
53055;Chantrigné;75;185;260
53056;La Chapelle-Anthenaise;75;380;455
53057;La Chapelle-au-Riboul;40;126;166
53058;La Chapelle-Craonnaise;40;165;205
53059;La Chapelle-Rainsouin;25;157;182
53061;Charchigné;127;114;241
53062;Château-Gontier;2613;1768;4381
53063;Châtelain;42;188;229
53064;Châtillon-sur-Colmont;150;278;429
53065;Châtres-la-Forêt;60;333;393
53066;Chemazé;156;451;607
53067;Chémeré-le-Roi;36;148;184
53068;Chérancé;25;60;85
53069;Chevaigné-du-Maine;30;25;55
53071;Colombiers-du-Plessis;30;175;205
53072;Commer;125;475;600
53073;Congrier;117;295;412
53074;Contest;105;335;440
53075;Cosmes;10;106;117
53076;Cossé-en-Champagne;41;118;158
53077;Cossé-le-Vivien;443;910;1353
53078;Coudray;108;293;401
53079;Couesmes-Vaucé;51;67;118
53080;Couptrain;19;9;28
53082;Courbeveille;45;265;310
53083;Courcité;150;275;425
53084;Craon;926;747;1673
53085;Crennes-sur-Fraubée;20;60;80
53086;La Croixille;100;200;300
53087;La Cropte;21;100;120
53088;Cuillé;107;244;351
53089;Daon;38;167;205
53090;Denazé;29;48;76
53091;Désertines;135;65;199
53092;Deux-Évailles;10;50;60
53093;La Dorée;10;61;72
53094;Entrammes;174;909;1083
53096;Ernée;980;1152;2132
53097;Évron;1730;704;2434
53098;Fontaine-Couverte;60;125;185
53099;Forcé;57;386;443
53100;Fougerolles-du-Plessis;211;233;444
53101;Fromentières;74;283;357
53102;Gastines;43;34;77
53103;Le Genest-Saint-Isle;245;721;966
53104;Gennes-sur-Glaize;94;361;455
53105;Gesnes;20;98;118
53106;Gesvres;40;142;182
53107;Gorron;497;241;738
