CODGEO;LIBGEO;C15_ACTOCC15P_ILT1;C15_ACTOCC15P_ILTAUT;C15_ACTOCC15P
10128;Donnement;10;41;51
10129;Dosches;24;107;130
10130;Dosnon;16;16;33
10131;Droupt-Saint-Basle;15;145;160
10132;Droupt-Sainte-Marie;30;129;159
10133;Eaux-Puiseaux;10;53;63
10134;Échemines;13;29;42
10135;Éclance;15;25;40
10136;Éguilly-sous-Bois;0;60;60
10137;Engente;22;5;27
10138;Épagne;9;37;47
10139;Épothémont;11;85;96
10140;Ervy-le-Châtel;151;206;357
10141;Essoyes;140;140;280
10142;Estissac;211;529;740
10143;Étourvy;31;47;78
10144;Étrelles-sur-Aube;5;65;70
10145;Faux-Villecerf;25;50;75
10146;Fay-lès-Marcilly;14;19;34
10147;Fays-la-Chapelle;8;58;66
10148;Ferreux-Quincey;20;104;123
10149;Feuges;20;95;115
10150;Fontaine;35;75;110
10151;Fontaine-les-Grès;85;234;319
10153;Fontaine-Mâcon;65;252;317
10154;Fontenay-de-Bossery;19;39;58
10155;Fontette;70;10;80
10156;Fontvannes;60;280;340
10157;La Fosse-Corduan;10;29;39
10158;Fouchères;30;242;272
10159;Fralignes;10;42;52
10160;Fravaux;4;30;34
10161;Fresnay;10;0;10
10162;Fresnoy-le-Château;29;109;139
10163;Fuligny;0;23;23
10164;Gélannes;35;207;242
10165;Géraudot;30;76;106
10166;Les Grandes-Chapelles;30;115;145
10167;Grandville;0;32;32
10168;Les Granges;5;25;30
10169;Gumery;12;70;82
10170;Gyé-sur-Seine;116;91;206
10171;Hampigny;21;73;93
10172;Herbisse;25;65;89
10173;Isle-Aumont;10;150;160
10174;Isle-Aubigny;20;50;70
10175;Jasseines;15;30;45
10176;Jaucourt;25;50;75
10177;Javernant;5;57;62
10178;Jessains;20;85;105
10179;Jeugny;20;176;196
10180;Joncreuil;15;20;35
10181;Jully-sur-Sarce;16;90;106
10182;Juvancourt;5;30;34
10184;Juzanvigny;15;35;50
10185;Lagesse;20;70;90
10186;Laines-aux-Bois;25;263;288
10187;Landreville;128;118;246
10188;Lantages;24;83;107
10189;Lassicourt;5;20;25
10190;Laubressel;40;189;229
10191;Lavau;52;372;425
10192;Lentilles;21;42;63
10193;Lesmont;15;92;107
10194;Lévigny;5;54;59
10195;Lhuître;35;55;90
10196;Lignières;11;42;53
10197;Lignol-le-Château;25;55;80
10198;Lirey;0;36;36
10199;Loches-sur-Ource;85;80;165
10200;La Loge-aux-Chèvres;0;50;50
10201;La Loge-Pomblin;5;19;24
10202;Les Loges-Margueron;10;50;60
10203;Longchamp-sur-Aujon;35;120;155
10204;Longeville-sur-Mogne;0;50;50
10205;Longpré-le-Sec;5;19;23
10206;Longsols;10;41;51
10207;Longueville-sur-Aube;0;50;50
10208;La Louptière-Thénard;20;95;115
10209;Lusigny-sur-Barse;210;635;845
10210;Luyères;40;180;220
10211;Macey;34;392;426
10212;Machy;10;31;41
10213;Magnant;25;65;90
10214;Magnicourt;5;23;27
10215;Magny-Fouchard;21;62;83
10216;Mailly-le-Camp;520;255;775
10217;Maison-des-Champs;5;10;15
10218;Maisons-lès-Chaource;45;50;95
10219;Maisons-lès-Soulaines;15;11;26
10220;Maizières-la-Grande-Paroisse;96;404;501
10221;Maizières-lès-Brienne;15;54;69
10222;Maraye-en-Othe;35;170;205
10223;Marcilly-le-Hayer;74;192;266
10224;Marigny-le-Châtel;136;514;651
10225;Marnay-sur-Seine;12;74;86
10226;Marolles-lès-Bailly;5;24;29
10227;Marolles-sous-Lignières;35;99;134
10228;Mathaux;12;50;62
10229;Maupas;5;47;52
10230;Mergey;52;278;331
10231;Le Mériot;44;226;270
10232;Merrey-sur-Arce;49;98;148
10233;Méry-sur-Seine;173;350;523
10234;Mesgrigny;16;98;115
10235;Mesnil-la-Comtesse;0;23;23
10236;Mesnil-Lettre;12;4;16
10237;Mesnil-Saint-Loup;57;213;271
10238;Mesnil-Saint-Père;15;150;165
10239;Mesnil-Sellières;30;305;335
10240;Messon;20;189;209
10241;Metz-Robert;0;15;15
10242;Meurville;61;41;102
10243;Molins-sur-Aube;15;29;44
10245;Montaulin;40;327;367
10246;Montceaux-lès-Vaudes;10;104;114
10247;Montfey;20;20;40
10248;Montgueux;95;116;211
10249;Montiéramey;10;153;163
10250;Montier-en-l'Isle;20;76;96
10251;Montigny-les-Monts;15;75;90
10252;Montmartin-le-Haut;10;19;29
10253;Montmorency-Beaufort;12;50;62
10254;Montpothier;4;149;153
10255;Montreuil-sur-Barse;10;145;155
10256;Montsuzain;20;125;145
10257;Morembert;4;7;11
10258;Morvilliers;35;70;105
10259;La Motte-Tilly;26;121;148
10260;Moussey;56;225;281
10261;Mussy-sur-Seine;128;194;322
10262;Neuville-sur-Seine;115;55;170
10263;Neuville-sur-Vanne;10;145;155
10264;Noé-les-Mallets;30;20;50
10265;Les Noës-près-Troyes;140;755;895
10266;Nogent-en-Othe;5;5;10
10267;Nogent-sur-Aube;58;73;131
10268;Nogent-sur-Seine;1335;802;2137
